sortNumber;code;officialTitle;mediumTitle;shortTitle;note
968;SK0237555924;Male Vozokany;Male Vozokany;Male Vozokany;555924
969;SK0237555932;Velke Vozokany;Velke Vozokany;Velke Vozokany;555932
970;SK0237582816;Zitavany;Zitavany;Zitavany;582816
971;SK031A509604;Brezovica;Brezovica;Brezovica;509604
972;SK031A509655;Habovka;Habovka;Habovka;509655
973;SK031A509663;Hladovka;Hladovka;Hladovka;509663
974;SK031A509795;Liesek;Liesek;Liesek;509795
975;SK031A509876;Nizna;Nizna;Nizna;509876
976;SK031A509949;Oravsky Biely Potok;Oravsky Biely Potok;Oravsky Biely Potok;509949
977;SK031A509981;Podbiel;Podbiel;Podbiel;509981
978;SK031A510076;Sucha Hora;Sucha Hora;Sucha Hora;510076
979;SK031A510084;Stefanov nad Oravou;Stefanov nad Oravou;Stefanov nad Oravou;510084
980;SK031A510106;Trstena;Trstena;Trstena;510106
981;SK031A510114;Tvrdosin;Tvrdosin;Tvrdosin;510114
982;SK031A510173;Vitanova;Vitanova;Vitanova;510173
983;SK031A510190;Zabiedovo;Zabiedovo;Zabiedovo;510190
984;SK031A510238;Zuberec;Zuberec;Zuberec;510238
985;SK031A518719;Cimhova;Cimhova;Cimhova;518719
986;SK031B517402;Zilina;Zilina;Zilina;517402
987;SK031B517429;Bela;Bela;Bela;517429
988;SK031B517470;Cicmany;Cicmany;Cicmany;517470
989;SK031B517488;Divina;Divina;Divina;517488
990;SK031B517496;Divinka;Divinka;Divinka;517496
991;SK031B517500;Dlhe Pole;Dlhe Pole;Dlhe Pole;517500
992;SK031B517518;Dolna Tizina;Dolna Tizina;Dolna Tizina;517518
993;SK031B517526;Dolny Hricov;Dolny Hricov;Dolny Hricov;517526
994;SK031B517542;Fackov;Fackov;Fackov;517542
995;SK031B517551;Gbelany;Gbelany;Gbelany;517551
996;SK031B517577;Horky;Horky;Horky;517577
997;SK031B517593;Horny Hricov;Horny Hricov;Horny Hricov;517593
998;SK031B517640;Jasenove;Jasenove;Jasenove;517640
999;SK031B517658;Kamenna Poruba;Kamenna Poruba;Kamenna Poruba;517658
1000;SK031B517682;Konska;Konska;Konska;517682
1001;SK031B517704;Kotrcina Lucka;Kotrcina Lucka;Kotrcina Lucka;517704
1002;SK031B517712;Krasnany;Krasnany;Krasnany;517712
1003;SK031B517721;Kunerad;Kunerad;Kunerad;517721
1004;SK031B517739;Lietava;Lietava;Lietava;517739
1005;SK031B517755;Lietavska Svinna-Babkov;Lietavska Svinna-Babkov;Lietavska Svinna-Babkov;517755
1006;SK031B517763;Lutise;Lutise;Lutise;517763
1007;SK031B517771;Lysica;Lysica;Lysica;517771
1008;SK031B517780;Mala Cierna;Mala Cierna;Mala Cierna;517780
1009;SK031B517801;Mojs;Mojs;Mojs;517801
1010;SK031B517828;Nededza;Nededza;Nededza;517828
1011;SK031B517879;Podhorie;Podhorie;Podhorie;517879
1012;SK031B517917;Rajec;Rajec;Rajec;517917
1013;SK031B517925;Rajecka Lesna;Rajecka Lesna;Rajecka Lesna;517925
1014;SK031B517933;Rajecke Teplice;Rajecke Teplice;Rajecke Teplice;517933
1015;SK031B517941;Rosina;Rosina;Rosina;517941
1016;SK031B517950;Stranavy;Stranavy;Stranavy;517950
1017;SK031B517968;Stranske;Stranske;Stranske;517968
1018;SK031B517976;Straza;Straza;Straza;517976
1019;SK031B517984;Strecno;Strecno;Strecno;517984
1020;SK031B518000;Svedernik;Svedernik;Svedernik;518000
1021;SK031B518034;Teplicka nad Vahom;Teplicka nad Vahom;Teplicka nad Vahom;518034
1022;SK031B518042;Terchova;Terchova;Terchova;518042
1023;SK031B518051;Turie;Turie;Turie;518051
1024;SK031B518069;Varin;Varin;Varin;518069
1025;SK031B518077;Velka Cierna;Velka Cierna;Velka Cierna;518077
1026;SK031B518093;Visnove;Visnove;Visnove;518093
1027;SK031B518131;Zbynov;Zbynov;Zbynov;518131
1028;SK031B547522;Bitarova;Bitarova;Bitarova;547522
1029;SK031B547557;Brezany;Brezany;Brezany;547557
1030;SK031B547590;Hricovske Podhradie;Hricovske Podhradie;Hricovske Podhradie;547590
1031;SK031B547611;Ovciarsko;Ovciarsko;Ovciarsko;547611
1032;SK031B547620;Pastina Zavada;Pastina Zavada;Pastina Zavada;547620
1033;SK031B557935;Lietavska Lucka;Lietavska Lucka;Lietavska Lucka;557935
1034;SK031B557960;Porubka;Porubka;Porubka;557960
1035;SK031B557986;Durcina;Durcina;Durcina;557986
1036;SK031B557994;Klace;Klace;Klace;557994
1037;SK031B558168;Nezbudska Lucka;Nezbudska Lucka;Nezbudska Lucka;558168
1038;SK031B581712;Suja;Suja;Suja;581712
1039;SK0311517461;Bytca;Bytca;Bytca;517461
1040;SK0311517623;Hvozdnica;Hvozdnica;Hvozdnica;517623
1041;SK0311517631;Jablonove;Jablonove;Jablonove;517631
1042;SK0311517674;Kolarovice;Kolarovice;Kolarovice;517674
1043;SK0311517691;Kotesova;Kotesova;Kotesova;517691
1044;SK0311517798;Marsova-Rasov;Marsova-Rasov;Marsova-Rasov;517798
1045;SK0311517861;Petrovice;Petrovice;Petrovice;517861
1046;SK0311517895;Predmier;Predmier;Predmier;517895
1047;SK0311517992;Sulov-Hradna;Sulov-Hradna;Sulov-Hradna;517992
1048;SK0311518018;Stiavnik;Stiavnik;Stiavnik;518018
1049;SK0311518085;Velke Rovne;Velke Rovne;Velke Rovne;518085
1050;SK0311581984;Hlboke nad Vahom;Hlboke nad Vahom;Hlboke nad Vahom;581984
1051;SK0312509132;Cadca;Cadca;Cadca;509132
1052;SK0312509159;Cierne;Cierne;Cierne;509159
1053;SK0312509167;Dlha nad Kysucou;Dlha nad Kysucou;Dlha nad Kysucou;509167
1054;SK0312509183;Dunajov;Dunajov;Dunajov;509183
1055;SK0312509213;Klokocov;Klokocov;Klokocov;509213
1056;SK0312509221;Klubina;Klubina;Klubina;509221
1057;SK0312509230;Korna;Korna;Korna;509230
1058;SK0312509248;Krasno nad Kysucou;Krasno nad Kysucou;Krasno nad Kysucou;509248
1059;SK0312509299;Makov;Makov;Makov;509299
1060;SK0312509311;Nova Bystrica;Nova Bystrica;Nova Bystrica;509311
1061;SK0312509337;Olesna;Olesna;Olesna;509337
1062;SK0312509345;Oscadnica;Oscadnica;Oscadnica;509345
1063;SK0312509361;Podvysoka;Podvysoka;Podvysoka;509361
1064;SK0312509396;Radostka;Radostka;Radostka;509396
1065;SK0312509400;Rakova;Rakova;Rakova;509400
1066;SK0312509451;Skalite;Skalite;Skalite;509451
1067;SK0312509477;Stara Bystrica;Stara Bystrica;Stara Bystrica;509477
1068;SK0312509485;Staskov;Staskov;Staskov;509485
1069;SK0312509493;Svrcinovec;Svrcinovec;Svrcinovec;509493
1070;SK0312509507;Turzovka;Turzovka;Turzovka;509507
1071;SK0312509515;Vysoka nad Kysucou;Vysoka nad Kysucou;Vysoka nad Kysucou;509515
1072;SK0312509523;Zakopcie;Zakopcie;Zakopcie;509523
1073;SK0312509531;Zborov nad Bystricou;Zborov nad Bystricou;Zborov nad Bystricou;509531
1074;SK0313509540;Dolny Kubin;Dolny Kubin;Dolny Kubin;509540
1075;SK0313509639;Dlha nad Oravou;Dlha nad Oravou;Dlha nad Oravou;509639
1076;SK0313509671;Horna Lehota;Horna Lehota;Horna Lehota;509671
1077;SK0313509698;Chlebnice;Chlebnice;Chlebnice;509698
1078;SK0313509701;Istebne;Istebne;Istebne;509701
1079;SK0313509710;Jasenova;Jasenova;Jasenova;509710
1080;SK0313509744;Kralovany;Kralovany;Kralovany;509744
1081;SK0313509761;Kriva;Kriva;Kriva;509761
1082;SK0313509787;Lestiny;Lestiny;Lestiny;509787
1083;SK0313509825;Malatina;Malatina;Malatina;509825
1084;SK0313509833;Medzibrodie nad Oravou;Medzibrodie nad Oravou;Medzibrodie nad Oravou;509833
1085;SK0313509922;Oravska Poruba;Oravska Poruba;Oravska Poruba;509922
1086;SK0313509957;Oravsky Podzamok;Oravsky Podzamok;Oravsky Podzamok;509957
1087;SK0313509965;Osadka;Osadka;Osadka;509965
1088;SK0313509973;Parnica;Parnica;Parnica;509973
1089;SK0313509990;Pokryvac;Pokryvac;Pokryvac;509990
1090;SK0313510009;Pribis;Pribis;Pribis;510009
1091;SK0313510017;Pucov;Pucov;Pucov;510017
1092;SK0313510041;Sedliacka Dubova;Sedliacka Dubova;Sedliacka Dubova;510041
1093;SK0313510165;Velicna;Velicna;Velicna;510165
1094;SK0313510181;Vysny Kubin;Vysny Kubin;Vysny Kubin;510181
1095;SK0313510211;Zazriva;Zazriva;Zazriva;510211
1096;SK0313510254;Zaskov;Zaskov;Zaskov;510254
1097;SK0313580813;Bziny;Bziny;Bziny;580813
1098;SK0314509175;Dolny Vadicov;Dolny Vadicov;Dolny Vadicov;509175
1099;SK0314509205;Horny Vadicov;Horny Vadicov;Horny Vadicov;509205
1100;SK0314509256;Kysucke Nove Mesto;Kysucke Nove Mesto;Kysucke Nove Mesto;509256
1101;SK0314509264;Kysucky Lieskovec;Kysucky Lieskovec;Kysucky Lieskovec;509264
1102;SK0314509272;Lodno;Lodno;Lodno;509272
1103;SK0314509281;Lopusne Pazite;Lopusne Pazite;Lopusne Pazite;509281
1104;SK0314509302;Neslusa;Neslusa;Neslusa;509302
1105;SK0314509329;Ochodnica;Ochodnica;Ochodnica;509329
1106;SK0314509370;Povina;Povina;Povina;509370
1107;SK0314509426;Rudina;Rudina;Rudina;509426
1108;SK0314509434;Rudinka;Rudinka;Rudinka;509434
1109;SK0314509442;Rudinska;Rudinska;Rudinska;509442
1110;SK0314509469;Sneznica;Sneznica;Sneznica;509469
1111;SK0314580791;Radola;Radola;Radola;580791
1112;SK0315507393;Konska;Konska;Konska;507393
1113;SK0315510262;Liptovsky Mikulas;Liptovsky Mikulas;Liptovsky Mikulas;510262
1114;SK0315510271;Benadikova;Benadikova;Benadikova;510271
1115;SK0315510319;Bobrovcek;Bobrovcek;Bobrovcek;510319
1116;SK0315510327;Bobrovec;Bobrovec;Bobrovec;510327
1117;SK0315510335;Bobrovnik;Bobrovnik;Bobrovnik;510335
1118;SK0315510351;Bukovina;Bukovina;Bukovina;510351
1119;SK0315510386;Demanovska Dolina;Demanovska Dolina;Demanovska Dolina;510386
1120;SK0315510408;Dubrava;Dubrava;Dubrava;510408
1121;SK0315510416;Galovany;Galovany;Galovany;510416
1122;SK0315510424;Gotovany;Gotovany;Gotovany;510424
1123;SK0315510459;Huty;Huty;Huty;510459
1124;SK0315510467;Hybe;Hybe;Hybe;510467
1125;SK0315510505;Jakubovany;Jakubovany;Jakubovany;510505
1126;SK0315510513;Jalovec;Jalovec;Jalovec;510513
1127;SK0315510521;Jamnik;Jamnik;Jamnik;510521
1128;SK0315510564;Kralova Lehota;Kralova Lehota;Kralova Lehota;510564
1129;SK0315510572;Kvacany;Kvacany;Kvacany;510572
1130;SK0315510581;Lazisko;Lazisko;Lazisko;510581
1131;SK0315510602;Liptovska Anna;Liptovska Anna;Liptovska Anna;510602
1132;SK0315510611;Liptovska Kokava;Liptovska Kokava;Liptovska Kokava;510611
1133;SK0315510653;Liptovska Sielnica;Liptovska Sielnica;Liptovska Sielnica;510653
1134;SK0315510688;Liptovske Beharovce;Liptovske Beharovce;Liptovske Beharovce;510688
1135;SK0315510696;Liptovske Klacany;Liptovske Klacany;Liptovske Klacany;510696
1136;SK0315510700;Liptovske Matiasovce;Liptovske Matiasovce;Liptovske Matiasovce;510700
1137;SK0315510726;Liptovsky Hradok;Liptovsky Hradok;Liptovsky Hradok;510726
1138;SK0315510734;Liptovsky Jan;Liptovsky Jan;Liptovsky Jan;510734
1139;SK0315510751;Liptovsky Ondrej;Liptovsky Ondrej;Liptovsky Ondrej;510751
1140;SK0315510777;Liptovsky Trnovec;Liptovsky Trnovec;Liptovsky Trnovec;510777
1141;SK0315510793;Lubela;Lubela;Lubela;510793
1142;SK0315510831;Malatiny;Malatiny;Malatiny;510831
1143;SK0315510840;Male Borove;Male Borove;Male Borove;510840
1144;SK0315510858;Maluzina;Maluzina;Maluzina;510858
1145;SK0315510874;Nizna Boca;Nizna Boca;Nizna Boca;510874
1146;SK0315510904;Partizanska Lupca;Partizanska Lupca;Partizanska Lupca;510904
1147;SK0315510912;Pavcina Lehota;Pavcina Lehota;Pavcina Lehota;510912
1148;SK0315510921;Pavlova Ves;Pavlova Ves;Pavlova Ves;510921
1149;SK0315510947;Podturen;Podturen;Podturen;510947
1150;SK0315510963;Pribylina;Pribylina;Pribylina;510963
1151;SK0315510971;Prosiek;Prosiek;Prosiek;510971
1152;SK0315511013;Smrecany;Smrecany;Smrecany;511013
1153;SK0315511048;Svaty Kriz;Svaty Kriz;Svaty Kriz;511048
1154;SK0315511072;Trstene;Trstene;Trstene;511072
1155;SK0315511099;Uhorska Ves;Uhorska Ves;Uhorska Ves;511099
1156;SK0315511111;Vavrisovo;Vavrisovo;Vavrisovo;511111
1157;SK0315511129;Vazec;Vazec;Vazec;511129
1158;SK0315511137;Velke Borove;Velke Borove;Velke Borove;511137
1159;SK0315511145;Veterna Poruba;Veterna Poruba;Veterna Poruba;511145
1160;SK0315511153;Vlachy;Vlachy;Vlachy;511153
1161;SK0315511170;Vychodna;Vychodna;Vychodna;511170
1162;SK0315511188;Vysna Boca;Vysna Boca;Vysna Boca;511188
1163;SK0315511196;Zavazna Poruba;Zavazna Poruba;Zavazna Poruba;511196
1164;SK0315511200;Ziar;Ziar;Ziar;511200
1165;SK0315556807;Izipovce;Izipovce;Izipovce;556807
1166;SK0315558281;Liptovska Porubka;Liptovska Porubka;Liptovska Porubka;558281
1167;SK0315580287;Liptovsky Peter;Liptovsky Peter;Liptovsky Peter;580287
1168;SK0316512036;Martin;Martin;Martin;512036
1169;SK0316512052;Bela-Dulice;Bela-Dulice;Bela-Dulice;512052
1170;SK0316512061;Benice;Benice;Benice;512061
1171;SK0316512079;Blatnica;Blatnica;Blatnica;512079
1172;SK0316512133;Bystricka;Bystricka;Bystricka;512133
1173;SK0316512150;Danova;Danova;Danova;512150
1174;SK0316512168;Diakova;Diakova;Diakova;512168
1175;SK0316512206;Dolny Kalnik;Dolny Kalnik;Dolny Kalnik;512206
1176;SK0316512214;Drazkovce;Drazkovce;Drazkovce;512214
1177;SK0316512257;Folkusova;Folkusova;Folkusova;512257
1178;SK0316512290;Horny Kalnik;Horny Kalnik;Horny Kalnik;512290
1179;SK0316512346;Karlova;Karlova;Karlova;512346
1180;SK0316512354;Klastor pod Znievom;Klastor pod Znievom;Klastor pod Znievom;512354
1181;SK0316512371;Kostany nad Turcom;Kostany nad Turcom;Kostany nad Turcom;512371
1182;SK0316512389;Krpelany;Krpelany;Krpelany;512389
1183;SK0316512397;Laskar;Laskar;Laskar;512397
1184;SK0316512419;Leziachov;Leziachov;Leziachov;512419
1185;SK0316512435;Lipovec;Lipovec;Lipovec;512435
1186;SK0316512478;Necpaly;Necpaly;Necpaly;512478
1187;SK0316512486;Nolcovo;Nolcovo;Nolcovo;512486
1188;SK0316512508;Podhradie;Podhradie;Podhradie;512508
1189;SK0316512524;Pribovce;Pribovce;Pribovce;512524
1190;SK0316512541;Rakovo;Rakovo;Rakovo;512541
1191;SK0316512567;Ratkovo;Ratkovo;Ratkovo;512567
1192;SK0316512583;Sklabina;Sklabina;Sklabina;512583
1193;SK0316512591;Sklabinsky Podzamok;Sklabinsky Podzamok;Sklabinsky Podzamok;512591
1194;SK0316512613;Slovany;Slovany;Slovany;512613
1195;SK0316512630;Socovce;Socovce;Socovce;512630
1196;SK0316512648;Sucany;Sucany;Sucany;512648
1197;SK0316512656;Sutovo;Sutovo;Sutovo;512656
1198;SK0316512664;Trebostovo;Trebostovo;Trebostovo;512664
1199;SK0316512672;Trnovo;Trnovo;Trnovo;512672
1200;SK0316512681;Turany;Turany;Turany;512681
1201;SK0316512702;Turcianska Stiavnicka;Turcianska Stiavnicka;Turcianska Stiavnicka;512702
1202;SK0316512711;Turcianske Klacany;Turcianske Klacany;Turcianske Klacany;512711
1203;SK0316512737;Turciansky Dur;Turciansky Dur;Turciansky Dur;512737
1204;SK0316512753;Turciansky Peter;Turciansky Peter;Turciansky Peter;512753
1205;SK0316512761;Valca;Valca;Valca;512761
1206;SK0316512796;Vricko;Vricko;Vricko;512796
1207;SK0316512818;Zaborie;Zaborie;Zaborie;512818
1208;SK0316512834;Zabokreky;Zabokreky;Zabokreky;512834
1209;SK0316545961;Turcianske Jaseno;Turcianske Jaseno;Turcianske Jaseno;545961
1210;SK0316557358;Vrutky;Vrutky;Vrutky;557358
1211;SK0317509558;Babin;Babin;Babin;509558
1212;SK0317509566;Benadovo;Benadovo;Benadovo;509566
1213;SK0317509582;Bobrov;Bobrov;Bobrov;509582
1214;SK0317509591;Breza;Breza;Breza;509591
1215;SK0317509680;Hrustin;Hrustin;Hrustin;509680
1216;SK0317509728;Klin;Klin;Klin;509728
1217;SK0317509779;Krusetnica;Krusetnica;Krusetnica;509779
1218;SK0317509809;Lokca;Lokca;Lokca;509809
1219;SK0317509817;Lomna;Lomna;Lomna;509817
1220;SK0317509850;Mutne;Mutne;Mutne;509850
1221;SK0317509868;Namestovo;Namestovo;Namestovo;509868
1222;SK0317509884;Novot;Novot;Novot;509884
1223;SK0317509892;Oravska Jasenica;Oravska Jasenica;Oravska Jasenica;509892
1224;SK0317509906;Oravska Lesna;Oravska Lesna;Oravska Lesna;509906
1225;SK0317509914;Oravska Polhora;Oravska Polhora;Oravska Polhora;509914
1226;SK0317509931;Oravske Vesele;Oravske Vesele;Oravske Vesele;509931
1227;SK0317510025;Rabca;Rabca;Rabca;510025
1228;SK0317510033;Rabcice;Rabcice;Rabcice;510033
1229;SK0317510050;Sihelne;Sihelne;Sihelne;510050
1230;SK0317510092;Tapesovo;Tapesovo;Tapesovo;510092
1231;SK0317510149;Vasilov;Vasilov;Vasilov;510149
1232;SK0317510157;Vavrecka;Vavrecka;Vavrecka;510157
1233;SK0317510203;Zakamenne;Zakamenne;Zakamenne;510203
1234;SK0317510246;Zubrohlava;Zubrohlava;Zubrohlava;510246
1235;SK0318507300;Ivachnova;Ivachnova;Ivachnova;507300
1236;SK0318507407;Turik;Turik;Turik;507407
1237;SK0318510301;Besenova;Besenova;Besenova;510301
1238;SK0318510441;Hubova;Hubova;Hubova;510441
1239;SK0318510530;Kalameny;Kalameny;Kalameny;510530
1240;SK0318510548;Komjatna;Komjatna;Komjatna;510548
1241;SK0318510599;Likavka;Likavka;Likavka;510599
1242;SK0318510629;Liptovska Luzna;Liptovska Luzna;Liptovska Luzna;510629
1243;SK0318510637;Liptovska Osada;Liptovska Osada;Liptovska Osada;510637
1244;SK0318510661;Liptovska Stiavnica;Liptovska Stiavnica;Liptovska Stiavnica;510661
1245;SK0318510670;Liptovska Tepla;Liptovska Tepla;Liptovska Tepla;510670
1246;SK0318510718;Liptovske Revuce;Liptovske Revuce;Liptovske Revuce;510718
1247;SK0318510742;Liptovsky Michal;Liptovsky Michal;Liptovsky Michal;510742
1248;SK0318510785;Liskova;Liskova;Liskova;510785
1249;SK0318510807;Lubochna;Lubochna;Lubochna;510807
1250;SK0318510815;Lucky;Lucky;Lucky;510815
1251;SK0318510823;Ludrova;Ludrova;Ludrova;510823
1252;SK0318510866;Martincek;Martincek;Martincek;510866
1253;SK0318510955;Potok;Potok;Potok;510955
1254;SK0318510998;Ruzomberok;Ruzomberok;Ruzomberok;510998
1255;SK0318511005;Liptovske Sliace;Liptovske Sliace;Liptovske Sliace;511005
1256;SK0318511030;Stankovany;Stankovany;Stankovany;511030
1257;SK0318511056;Stiavnicka;Stiavnicka;Stiavnicka;511056
1258;SK0318511064;Svosov;Svosov;Svosov;511064
1259;SK0318511102;Valaska Dubova;Valaska Dubova;Valaska Dubova;511102
1260;SK0319512044;Abramova;Abramova;Abramova;512044
1261;SK0319512087;Blazovce;Blazovce;Blazovce;512087
1262;SK0319512095;Bodorova;Bodorova;Bodorova;512095
1263;SK0319512109;Borcova;Borcova;Borcova;512109
1264;SK0319512117;Briestie;Briestie;Briestie;512117
1265;SK0319512125;Budis;Budis;Budis;512125
1266;SK0319512141;Cremosne;Cremosne;Cremosne;512141
1267;SK0319512222;Dubove;Dubove;Dubove;512222
1268;SK0319512265;Haj;Haj;Haj;512265
1269;SK0319512273;Horna Stubna;Horna Stubna;Horna Stubna;512273
1270;SK0319512303;Ivancina;Ivancina;Ivancina;512303
1271;SK0319512311;Jasenovo;Jasenovo;Jasenovo;512311
1272;SK0319512320;Jazernica;Jazernica;Jazernica;512320
1273;SK0319512338;Kalamenova;Kalamenova;Kalamenova;512338
1274;SK0319512427;Liesno;Liesno;Liesno;512427
1275;SK0319512443;Maly Cepcin;Maly Cepcin;Maly Cepcin;512443
1276;SK0319512451;Moskovec;Moskovec;Moskovec;512451
1277;SK0319512460;Mosovce;Mosovce;Mosovce;512460
1278;SK0319512494;Ondrasova;Ondrasova;Ondrasova;512494
1279;SK0319512559;Raksa;Raksa;Raksa;512559
1280;SK0319512575;Rudno;Rudno;Rudno;512575
1281;SK0319512605;Sklene;Sklene;Sklene;512605
1282;SK0319512621;Slovenske Pravno;Slovenske Pravno;Slovenske Pravno;512621
1283;SK0319512699;Turcek;Turcek;Turcek;512699
1284;SK0319512729;Turcianske Teplice;Turcianske Teplice;Turcianske Teplice;512729
1285;SK0319512788;Velky Cepcin;Velky Cepcin;Velky Cepcin;512788
1286;SK032A515850;Velky Krtis;Velky Krtis;Velky Krtis;515850
1287;SK032A515868;Balog nad Iplom;Balog nad Iplom;Balog nad Iplom;515868
1288;SK032A515876;Batorova;Batorova;Batorova;515876
1289;SK032A515884;Brusnik;Brusnik;Brusnik;515884
1290;SK032A515892;Busince;Busince;Busince;515892
1291;SK032A515906;Cebovce;Cebovce;Cebovce;515906
1292;SK032A515914;Celare;Celare;Celare;515914
1293;SK032A515922;Celovce;Celovce;Celovce;515922
1294;SK032A515931;Cervenany;Cervenany;Cervenany;515931
1295;SK032A515949;Dacov Lom;Dacov Lom;Dacov Lom;515949
1296;SK032A515957;Dolinka;Dolinka;Dolinka;515957
1297;SK032A515965;Dolna Strehova;Dolna Strehova;Dolna Strehova;515965
1298;SK032A515973;Dolne Plachtince;Dolne Plachtince;Dolne Plachtince;515973
1299;SK032A515981;Dolne Strhare;Dolne Strhare;Dolne Strhare;515981
1300;SK032A515990;Durkovce;Durkovce;Durkovce;515990
1301;SK032A516007;Glabusovce;Glabusovce;Glabusovce;516007
1302;SK032A516015;Horna Strehova;Horna Strehova;Horna Strehova;516015
1303;SK032A516023;Horne Plachtince;Horne Plachtince;Horne Plachtince;516023
1304;SK032A516031;Horne Strhare;Horne Strhare;Horne Strhare;516031
1305;SK032A516040;Hrusov;Hrusov;Hrusov;516040
1306;SK032A516058;Chrastince;Chrastince;Chrastince;516058
1307;SK032A516066;Chrtany;Chrtany;Chrtany;516066
1308;SK032A516074;Ipelske Predmostie;Ipelske Predmostie;Ipelske Predmostie;516074
1309;SK032A516082;Kamenne Kosihy;Kamenne Kosihy;Kamenne Kosihy;516082
1310;SK032A516091;Kiarov;Kiarov;Kiarov;516091
1311;SK032A516104;Klenany;Klenany;Klenany;516104
1312;SK032A516112;Kolare;Kolare;Kolare;516112
1313;SK032A516121;Kosihovce;Kosihovce;Kosihovce;516121
1314;SK032A516139;Kosihy nad Iplom;Kosihy nad Iplom;Kosihy nad Iplom;516139
1315;SK032A516147;Kovacovce;Kovacovce;Kovacovce;516147
1316;SK032A516155;Lesenice;Lesenice;Lesenice;516155
1317;SK032A516163;Luboriecka;Luboriecka;Luboriecka;516163
1318;SK032A516171;Mala Calomija;Mala Calomija;Mala Calomija;516171
1319;SK032A516198;Male Zlievce;Male Zlievce;Male Zlievce;516198
1320;SK032A516210;Modry Kamen;Modry Kamen;Modry Kamen;516210
1321;SK032A516228;Mula;Mula;Mula;516228
1322;SK032A516236;Nenince;Nenince;Nenince;516236
1323;SK032A516244;Nova Ves;Nova Ves;Nova Ves;516244
1324;SK032A516252;Obeckov;Obeckov;Obeckov;516252
1325;SK032A516261;Olovary;Olovary;Olovary;516261
1326;SK032A516279;Opatovska Nova Ves;Opatovska Nova Ves;Opatovska Nova Ves;516279
1327;SK032A516287;Opava;Opava;Opava;516287
1328;SK032A516295;Potor;Potor;Potor;516295
1329;SK032A516309;Pravica;Pravica;Pravica;516309
1330;SK032A516317;Pribelce;Pribelce;Pribelce;516317
1331;SK032A516333;Secianky;Secianky;Secianky;516333
1332;SK032A516341;Selany;Selany;Selany;516341
1333;SK032A516368;Senne;Senne;Senne;516368
1334;SK032A516376;Sklabina;Sklabina;Sklabina;516376
1335;SK032A516384;Slovenske Darmoty;Slovenske Darmoty;Slovenske Darmoty;516384
1336;SK032A516392;Slovenske Klacany;Slovenske Klacany;Slovenske Klacany;516392
1337;SK032A516406;Stredne Plachtince;Stredne Plachtince;Stredne Plachtince;516406
1338;SK032A516414;Suchan;Suchan;Suchan;516414
1339;SK032A516422;Suche Brezovo;Suche Brezovo;Suche Brezovo;516422
1340;SK032A516431;Sirakov;Sirakov;Sirakov;516431
1341;SK032A516449;Sula;Sula;Sula;516449
1342;SK032A516457;Trebusovce;Trebusovce;Trebusovce;516457
1343;SK032A516465;Velka Calomija;Velka Calomija;Velka Calomija;516465
1344;SK032A516473;Velka Ves nad Iplom;Velka Ves nad Iplom;Velka Ves nad Iplom;516473
1345;SK032A516490;Velke Zlievce;Velke Zlievce;Velke Zlievce;516490
1346;SK032A516503;Velky Lom;Velky Lom;Velky Lom;516503
1347;SK032A516511;Vieska;Vieska;Vieska;516511
1348;SK032A516520;Vinica;Vinica;Vinica;516520
1349;SK032A516538;Vrbovka;Vrbovka;Vrbovka;516538
1350;SK032A516546;Zahorce;Zahorce;Zahorce;516546
1351;SK032A516554;Zavada;Zavada;Zavada;516554
1352;SK032A516562;Zombor;Zombor;Zombor;516562
1353;SK032A516571;Zelovce;Zelovce;Zelovce;516571
1354;SK032A558192;Maly Krtis;Maly Krtis;Maly Krtis;558192
1355;SK032A558206;Male Straciny;Male Straciny;Male Straciny;558206
1356;SK032A558214;Velke Straciny;Velke Straciny;Velke Straciny;558214
1357;SK032B518158;Zvolen;Zvolen;Zvolen;518158
1358;SK032B518166;Babina;Babina;Babina;518166
1359;SK032B518174;Bacurov;Bacurov;Bacurov;518174
1360;SK032B518191;Breziny;Breziny;Breziny;518191
1361;SK032B518204;Budca;Budca;Budca;518204
1362;SK032B518221;Bzovska Lehotka;Bzovska Lehotka;Bzovska Lehotka;518221
1363;SK032B518298;Dobra Niva;Dobra Niva;Dobra Niva;518298
1364;SK032B518361;Dubove;Dubove;Dubove;518361
1365;SK032B518476;Hronska Breznica;Hronska Breznica;Hronska Breznica;518476
1366;SK032B518506;Kovacova;Kovacova;Kovacova;518506
1367;SK032B518581;Lest (vojensky obvod);Lest;Lest (voj.obvod);518581
1368;SK032B518654;Michalkova;Michalkova;Michalkova;518654
1369;SK032B518662;Ocova;Ocova;Ocova;518662
1370;SK032B518671;Ostra Luka;Ostra Luka;Ostra Luka;518671
1371;SK032B518689;Pliesovce;Pliesovce;Pliesovce;518689
1372;SK032B518697;Podzamcok;Podzamcok;Podzamcok;518697
1373;SK032B518727;Sasa;Sasa;Sasa;518727
1374;SK032B518760;Sielnica;Sielnica;Sielnica;518760
1375;SK032B518808;Sliac;Sliac;Sliac;518808
1376;SK032B518875;Trnie;Trnie;Trnie;518875
1377;SK032B518891;Turova;Turova;Turova;518891
1378;SK032B518972;Zvolenska Slatina;Zvolenska Slatina;Zvolenska Slatina;518972
1379;SK032B518981;Zelezna Breznica;Zelezna Breznica;Zelezna Breznica;518981
1380;SK032B558087;Lukavica;Lukavica;Lukavica;558087
1381;SK032B558133;Lieskovec;Lieskovec;Lieskovec;558133
