sortNumber;code;officialTitle;mediumTitle;shortTitle;note
2107;SK0411519944;Vysny Krucov;Vysny Krucov;Vysny Krucov;519944
2108;SK0411519952;Vysny Tvarozec;Vysny Tvarozec;Vysny Tvarozec;519952
2109;SK0411519961;Zborov;Zborov;Zborov;519961
2110;SK0411519979;Zlate;Zlate;Zlate;519979
2111;SK0412518638;Valaskovce (vojensky obvod);Valaskovce;Valaskovce (voj.obvod);518638
2112;SK0412520004;Humenne;Humenne;Humenne;520004
2113;SK0412520012;Adidovce;Adidovce;Adidovce;520012
2114;SK0412520021;Baskovce;Baskovce;Baskovce;520021
2115;SK0412520055;Brekov;Brekov;Brekov;520055
2116;SK0412520063;Brestov;Brestov;Brestov;520063
2117;SK0412520110;Cernina;Cernina;Cernina;520110
2118;SK0412520152;Dedacov;Dedacov;Dedacov;520152
2119;SK0412520195;Hankovce;Hankovce;Hankovce;520195
2120;SK0412520225;Hrabovec nad Laborcom;Hrabovec nad Laborcom;Hrabovec nad Laborcom;520225
2121;SK0412520233;Hrubov;Hrubov;Hrubov;520233
2122;SK0412520241;Hudcovce;Hudcovce;Hudcovce;520241
2123;SK0412520250;Rokytov pri Humennom;Rokytov pri Humennom;Rokytov pri Humennom;520250
2124;SK0412520268;Chlmec;Chlmec;Chlmec;520268
2125;SK0412520276;Jablon;Jablon;Jablon;520276
2126;SK0412520292;Jankovce;Jankovce;Jankovce;520292
2127;SK0412520331;Kamenica nad Cirochou;Kamenica nad Cirochou;Kamenica nad Cirochou;520331
2128;SK0412520349;Kamienka;Kamienka;Kamienka;520349
2129;SK0412520357;Karna;Karna;Karna;520357
2130;SK0412520373;Kochanovce;Kochanovce;Kochanovce;520373
2131;SK0412520403;Koskovce;Koskovce;Koskovce;520403
2132;SK0412520446;Lieskovec;Lieskovec;Lieskovec;520446
2133;SK0412520454;Lubisa;Lubisa;Lubisa;520454
2134;SK0412520462;Lukacovce;Lukacovce;Lukacovce;520462
2135;SK0412520497;Modra nad Cirochou;Modra nad Cirochou;Modra nad Cirochou;520497
2136;SK0412520501;Myslina;Myslina;Myslina;520501
2137;SK0412520527;Nechvalova Polianka;Nechvalova Polianka;Nechvalova Polianka;520527
2138;SK0412520535;Nizna Jablonka;Nizna Jablonka;Nizna Jablonka;520535
2139;SK0412520543;Nizne Ladickovce;Nizne Ladickovce;Nizne Ladickovce;520543
2140;SK0412520560;Ohradzany;Ohradzany;Ohradzany;520560
2141;SK0412520624;Papin;Papin;Papin;520624
2142;SK0412520667;Porubka;Porubka;Porubka;520667
2143;SK0412520683;Pticie;Pticie;Pticie;520683
2144;SK0412520721;Rovne;Rovne;Rovne;520721
2145;SK0412520772;Slovenska Volova;Slovenska Volova;Slovenska Volova;520772
2146;SK0412520781;Slovenske Krive;Slovenske Krive;Slovenske Krive;520781
2147;SK0412520896;Topolovka;Topolovka;Topolovka;520896
2148;SK0412520900;Turcovce;Turcovce;Turcovce;520900
2149;SK0412520926;Udavske;Udavske;Udavske;520926
2150;SK0412520977;Velopolie;Velopolie;Velopolie;520977
2151;SK0412520985;Vitazovce;Vitazovce;Vitazovce;520985
2152;SK0412521019;Vysna Jablonka;Vysna Jablonka;Vysna Jablonka;521019
2153;SK0412521027;Vysne Ladickovce;Vysne Ladickovce;Vysne Ladickovce;521027
2154;SK0412521035;Vysny Hrusov;Vysny Hrusov;Vysny Hrusov;521035
2155;SK0412521043;Zavadka;Zavadka;Zavadka;521043
2156;SK0412521086;Zbudske Dlhe;Zbudske Dlhe;Zbudske Dlhe;521086
2157;SK0412521116;Zubne;Zubne;Zubne;521116
2158;SK0412528803;Kosarovce;Kosarovce;Kosarovce;528803
2159;SK0412528897;Nizna Sitnica;Nizna Sitnica;Nizna Sitnica;528897
2160;SK0412528951;Pakostov;Pakostov;Pakostov;528951
2161;SK0412529010;Pritulany;Pritulany;Pritulany;529010
2162;SK0412529061;Rohoznik;Rohoznik;Rohoznik;529061
2163;SK0412529087;Ruska Kajna;Ruska Kajna;Ruska Kajna;529087
2164;SK0412529095;Ruska Poruba;Ruska Poruba;Ruska Poruba;529095
2165;SK0412529249;Vysna Sitnica;Vysna Sitnica;Vysna Sitnica;529249
2166;SK0412529273;Zavada;Zavada;Zavada;529273
2167;SK0412559547;Jasenov;Jasenov;Jasenov;559547
2168;SK0412559598;Hazin nad Cirochou;Hazin nad Cirochou;Hazin nad Cirochou;559598
2169;SK0412559636;Sopkovce;Sopkovce;Sopkovce;559636
2170;SK0412559644;Gruzovce;Gruzovce;Gruzovce;559644
2171;SK0412559652;Maskovce;Maskovce;Maskovce;559652
2172;SK0412582140;Lackovce;Lackovce;Lackovce;582140
2173;SK0413523399;Abrahamovce;Abrahamovce;Abrahamovce;523399
2174;SK0413523411;Busovce;Busovce;Busovce;523411
2175;SK0413523429;Cerveny Klastor;Cerveny Klastor;Cerveny Klastor;523429
2176;SK0413523461;Havka;Havka;Havka;523461
2177;SK0413523470;Holumnica;Holumnica;Holumnica;523470
2178;SK0413523500;Hradisko;Hradisko;Hradisko;523500
2179;SK0413523526;Huncovce;Huncovce;Huncovce;523526
2180;SK0413523534;Ihlany;Ihlany;Ihlany;523534
2181;SK0413523551;Javorina (vojensky obvod);Javorina;Javorina (voj.obvod);523551
2182;SK0413523569;Jezersko;Jezersko;Jezersko;523569
2183;SK0413523577;Jurske;Jurske;Jurske;523577
2184;SK0413523585;Kezmarok;Kezmarok;Kezmarok;523585
2185;SK0413523607;Krizova Ves;Krizova Ves;Krizova Ves;523607
2186;SK0413523615;Lechnica;Lechnica;Lechnica;523615
2187;SK0413523623;Lendak;Lendak;Lendak;523623
2188;SK0413523674;Majere;Majere;Majere;523674
2189;SK0413523682;Lubica;Lubica;Lubica;523682
2190;SK0413523712;Matiasovce;Matiasovce;Matiasovce;523712
2191;SK0413523739;Mlynceky;Mlynceky;Mlynceky;523739
2192;SK0413523771;Osturna;Osturna;Osturna;523771
2193;SK0413523780;Podhorany;Podhorany;Podhorany;523780
2194;SK0413523798;Rakusy;Rakusy;Rakusy;523798
2195;SK0413523801;Relov;Relov;Relov;523801
2196;SK0413523810;Slovenska Ves;Slovenska Ves;Slovenska Ves;523810
2197;SK0413523828;Spisska Bela;Spisska Bela;Spisska Bela;523828
2198;SK0413523836;Spisska Stara Ves;Spisska Stara Ves;Spisska Stara Ves;523836
2199;SK0413523861;Spisske Hanusovce;Spisske Hanusovce;Spisske Hanusovce;523861
2200;SK0413523887;Stara Lesna;Stara Lesna;Stara Lesna;523887
2201;SK0413523909;Strane pod Tatrami;Strane pod Tatrami;Strane pod Tatrami;523909
2202;SK0413523976;Toporec;Toporec;Toporec;523976
2203;SK0413523984;Tvarozna;Tvarozna;Tvarozna;523984
2204;SK0413523992;Velka Frankova;Velka Frankova;Velka Frankova;523992
2205;SK0413524000;Velka Lomnica;Velka Lomnica;Velka Lomnica;524000
2206;SK0413524042;Vlkova;Vlkova;Vlkova;524042
2207;SK0413524051;Vlkovce;Vlkovce;Vlkovce;524051
2208;SK0413524069;Vojnany;Vojnany;Vojnany;524069
2209;SK0413524077;Vrbov;Vrbov;Vrbov;524077
2210;SK0413524085;Vyborna;Vyborna;Vyborna;524085
2211;SK0413524115;Zalesie;Zalesie;Zalesie;524115
2212;SK0413524123;Zakovce;Zakovce;Zakovce;524123
2213;SK0413559938;Mala Frankova;Mala Frankova;Mala Frankova;559938
2214;SK0413581241;Maly Slavkov;Maly Slavkov;Maly Slavkov;581241
2215;SK0414526371;Baldovce;Baldovce;Baldovce;526371
2216;SK0414526380;Beharovce;Beharovce;Beharovce;526380
2217;SK0414526401;Bijacovce;Bijacovce;Bijacovce;526401
2218;SK0414526410;Brutovce;Brutovce;Brutovce;526410
2219;SK0414526428;Buglovce;Buglovce;Buglovce;526428
2220;SK0414526452;Dlhe Straze;Dlhe Straze;Dlhe Straze;526452
2221;SK0414526461;Dolany;Dolany;Dolany;526461
2222;SK0414526479;Domanovce;Domanovce;Domanovce;526479
2223;SK0414526487;Dravce;Dravce;Dravce;526487
2224;SK0414526495;Dubrava;Dubrava;Dubrava;526495
2225;SK0414526517;Granc-Petrovce;Granc-Petrovce;Granc-Petrovce;526517
2226;SK0414526525;Harakovce;Harakovce;Harakovce;526525
2227;SK0414526606;Vysne Repase;Vysne Repase;Vysne Repase;526606
2228;SK0414526614;Vysny Slavkov;Vysny Slavkov;Vysny Slavkov;526614
2229;SK0414543179;Jablonov;Jablonov;Jablonov;543179
2230;SK0414543225;Klcov;Klcov;Klcov;543225
2231;SK0414543276;Kurimany;Kurimany;Kurimany;543276
2232;SK0414543292;Levoca;Levoca;Levoca;543292
2233;SK0414543314;Lucka;Lucka;Lucka;543314
2234;SK0414543381;Nemesany;Nemesany;Nemesany;543381
2235;SK0414543390;Nizne Repase;Nizne Repase;Nizne Repase;543390
2236;SK0414543420;Olsavica;Olsavica;Olsavica;543420
2237;SK0414543446;Ordzovany;Ordzovany;Ordzovany;543446
2238;SK0414543454;Pavlany;Pavlany;Pavlany;543454
2239;SK0414543462;Polanovce;Polanovce;Polanovce;543462
2240;SK0414543471;Pongracovce;Pongracovce;Pongracovce;543471
2241;SK0414543578;Spisske Podhradie;Spisske Podhradie;Spisske Podhradie;543578
2242;SK0414543608;Spissky Hrhov;Spissky Hrhov;Spissky Hrhov;543608
2243;SK0414543624;Spissky Stvrtok;Spissky Stvrtok;Spissky Stvrtok;543624
2244;SK0414543641;Studenec;Studenec;Studenec;543641
2245;SK0414543675;Torysky;Torysky;Torysky;543675
2246;SK0414543691;Uloza;Uloza;Uloza;543691
2247;SK0414581640;Korytne;Korytne;Korytne;581640
2248;SK0415520071;Brestov nad Laborcom;Brestov nad Laborcom;Brestov nad Laborcom;520071
2249;SK0415520098;Cabalovce;Cabalovce;Cabalovce;520098
2250;SK0415520101;Cabiny;Cabiny;Cabiny;520101
2251;SK0415520128;Certizne;Certizne;Certizne;520128
2252;SK0415520187;Habura;Habura;Habura;520187
2253;SK0415520314;Kalinov;Kalinov;Kalinov;520314
2254;SK0415520411;Krasny Brod;Krasny Brod;Krasny Brod;520411
2255;SK0415520471;Medzilaborce;Medzilaborce;Medzilaborce;520471
2256;SK0415520519;Nagov;Nagov;Nagov;520519
2257;SK0415520578;Olka;Olka;Olka;520578
2258;SK0415520586;Olsinkov;Olsinkov;Olsinkov;520586
2259;SK0415520616;Palota;Palota;Palota;520616
2260;SK0415520691;Radvan nad Laborcom;Radvan nad Laborcom;Radvan nad Laborcom;520691
2261;SK0415520705;Repejov;Repejov;Repejov;520705
2262;SK0415520713;Roskovce;Roskovce;Roskovce;520713
2263;SK0415520853;Sukov;Sukov;Sukov;520853
2264;SK0415520861;Svetlice;Svetlice;Svetlice;520861
2265;SK0415520951;Valentovce;Valentovce;Valentovce;520951
2266;SK0415520993;Volica;Volica;Volica;520993
2267;SK0415521001;Vyrava;Vyrava;Vyrava;521001
2268;SK0415521060;Zbojne;Zbojne;Zbojne;521060
2269;SK0415521078;Zbudska Bela;Zbudska Bela;Zbudska Bela;521078
2270;SK0415559610;Rokytovce;Rokytovce;Rokytovce;559610
2271;SK0416523381;Poprad;Poprad;Poprad;523381
2272;SK0416523402;Batizovce;Batizovce;Batizovce;523402
2273;SK0416523437;Ganovce;Ganovce;Ganovce;523437
2274;SK0416523445;Gerlachov;Gerlachov;Gerlachov;523445
2275;SK0416523488;Horka;Horka;Horka;523488
2276;SK0416523496;Hozelec;Hozelec;Hozelec;523496
2277;SK0416523518;Hranovnica;Hranovnica;Hranovnica;523518
2278;SK0416523542;Janovce;Janovce;Janovce;523542
2279;SK0416523593;Kravany;Kravany;Kravany;523593
2280;SK0416523631;Liptovska Teplicka;Liptovska Teplicka;Liptovska Teplicka;523631
2281;SK0416523658;Lucivna;Lucivna;Lucivna;523658
2282;SK0416523721;Mengusovce;Mengusovce;Mengusovce;523721
2283;SK0416523747;Mlynica;Mlynica;Mlynica;523747
2284;SK0416523763;Nova Lesna;Nova Lesna;Nova Lesna;523763
2285;SK0416523844;Spisska Teplica;Spisska Teplica;Spisska Teplica;523844
2286;SK0416523852;Spisske Bystre;Spisske Bystre;Spisske Bystre;523852
2287;SK0416523879;Spissky Stiavnik;Spissky Stiavnik;Spissky Stiavnik;523879
2288;SK0416523925;Svit;Svit;Svit;523925
2289;SK0416523933;Strba;Strba;Strba;523933
2290;SK0416523950;Svabovce;Svabovce;Svabovce;523950
2291;SK0416524018;Velky Slavkov;Velky Slavkov;Velky Slavkov;524018
2292;SK0416524026;Vernar;Vernar;Vernar;524026
2293;SK0416524034;Vikartovce;Vikartovce;Vikartovce;524034
2294;SK0416524093;Vydrnik;Vydrnik;Vydrnik;524093
2295;SK0416524107;Sunava;Sunava;Sunava;524107
2296;SK0416524131;Zdiar;Zdiar;Zdiar;524131
2297;SK0416559890;Stola;Stola;Stola;559890
2298;SK0416560103;Vysoke Tatry;Vysoke Tatry;Vysoke Tatry;560103
2299;SK0416580368;Tatranska Javorina;Tatranska Javorina;Tatranska Javorina;580368
2300;SK0417518522;Haniska;Haniska;Haniska;518522
2301;SK0417518590;Lubotice;Lubotice;Lubotice;518590
2302;SK0417524140;Presov;Presov;Presov;524140
2303;SK0417524158;Abranovce;Abranovce;Abranovce;524158
2304;SK0417524174;Bajerov;Bajerov;Bajerov;524174
2305;SK0417524191;Bertotovce;Bertotovce;Bertotovce;524191
2306;SK0417524212;Brestov;Brestov;Brestov;524212
2307;SK0417524221;Bretejovce;Bretejovce;Bretejovce;524221
2308;SK0417524255;Brezany;Brezany;Brezany;524255
2309;SK0417524263;Bzenov;Bzenov;Bzenov;524263
2310;SK0417524271;Celovce;Celovce;Celovce;524271
2311;SK0417524301;Cervenica;Cervenica;Cervenica;524301
2312;SK0417524336;Demjata;Demjata;Demjata;524336
2313;SK0417524352;Drienov;Drienov;Drienov;524352
2314;SK0417524361;Drienovska Nova Ves;Drienovska Nova Ves;Drienovska Nova Ves;524361
2315;SK0417524387;Dulova Ves;Dulova Ves;Dulova Ves;524387
2316;SK0417524395;Fintice;Fintice;Fintice;524395
2317;SK0417524409;Fricovce;Fricovce;Fricovce;524409
2318;SK0417524417;Fulianka;Fulianka;Fulianka;524417
2319;SK0417524425;Geraltov;Geraltov;Geraltov;524425
2320;SK0417524433;Gregorovce;Gregorovce;Gregorovce;524433
2321;SK0417524450;Hendrichovce;Hendrichovce;Hendrichovce;524450
2322;SK0417524468;Hermanovce;Hermanovce;Hermanovce;524468
2323;SK0417524476;Hrabkov;Hrabkov;Hrabkov;524476
2324;SK0417524506;Chmelov;Chmelov;Chmelov;524506
2325;SK0417524514;Chmelovec;Chmelovec;Chmelovec;524514
2326;SK0417524522;Chminianska Nova Ves;Chminianska Nova Ves;Chminianska Nova Ves;524522
2327;SK0417524531;Chminianske Jakubovany;Chminianske Jakubovany;Chminianske Jakubovany;524531
2328;SK0417524549;Chminany;Chminany;Chminany;524549
2329;SK0417524581;Janov;Janov;Janov;524581
2330;SK0417524590;Janovik;Janovik;Janovik;524590
2331;SK0417524620;Kapusany;Kapusany;Kapusany;524620
2332;SK0417524638;Kendice;Kendice;Kendice;524638
2333;SK0417524646;Klenov;Klenov;Klenov;524646
2334;SK0417524654;Kojatice;Kojatice;Kojatice;524654
2335;SK0417524662;Kokosovce;Kokosovce;Kokosovce;524662
2336;SK0417524697;Krizovany;Krizovany;Krizovany;524697
2337;SK0417524701;Kvacany;Kvacany;Kvacany;524701
2338;SK0417524727;Lada;Lada;Lada;524727
2339;SK0417524735;Lazany;Lazany;Lazany;524735
2340;SK0417524743;Lemesany;Lemesany;Lemesany;524743
2341;SK0417524751;Lesicek;Lesicek;Lesicek;524751
2342;SK0417524760;Licartovce;Licartovce;Licartovce;524760
2343;SK0417524786;Lipovce;Lipovce;Lipovce;524786
2344;SK0417524794;Lubovec;Lubovec;Lubovec;524794
2345;SK0417524808;Lucina;Lucina;Lucina;524808
2346;SK0417524832;Maly Slivnik;Maly Slivnik;Maly Slivnik;524832
2347;SK0417524841;Maly Saris;Maly Saris;Maly Saris;524841
2348;SK0417524867;Miklusovce;Miklusovce;Miklusovce;524867
2349;SK0417524883;Mirkovce;Mirkovce;Mirkovce;524883
2350;SK0417524905;Mosurov;Mosurov;Mosurov;524905
2351;SK0417524913;Nemcovce;Nemcovce;Nemcovce;524913
2352;SK0417524930;Okruzna;Okruzna;Okruzna;524930
2353;SK0417524964;Ondrasovce;Ondrasovce;Ondrasovce;524964
2354;SK0417524999;Ovcie;Ovcie;Ovcie;524999
2355;SK0417525014;Petrovany;Petrovany;Petrovany;525014
2356;SK0417525022;Podhorany;Podhorany;Podhorany;525022
2357;SK0417525031;Podhradik;Podhradik;Podhradik;525031
2358;SK0417525057;Proc;Proc;Proc;525057
2359;SK0417525065;Pusovce;Pusovce;Pusovce;525065
2360;SK0417525073;Radatice;Radatice;Radatice;525073
2361;SK0417525111;Rokycany;Rokycany;Rokycany;525111
2362;SK0417525138;Ruska Nova Ves;Ruska Nova Ves;Ruska Nova Ves;525138
2363;SK0417525154;Sedlice;Sedlice;Sedlice;525154
2364;SK0417525162;Seniakovce;Seniakovce;Seniakovce;525162
2365;SK0417525171;Svinia;Svinia;Svinia;525171
2366;SK0417525189;Sarisska Poruba;Sarisska Poruba;Sarisska Poruba;525189
2367;SK0417525197;Sarisska Trstena;Sarisska Trstena;Sarisska Trstena;525197
2368;SK0417525201;Sarisske Bohdanovce;Sarisske Bohdanovce;Sarisske Bohdanovce;525201
2369;SK0417525251;Sindliar;Sindliar;Sindliar;525251
2370;SK0417525260;Siroke;Siroke;Siroke;525260
2371;SK0417525278;Stefanovce;Stefanovce;Stefanovce;525278
2372;SK0417525286;Teriakovce;Teriakovce;Teriakovce;525286
2373;SK0417525294;Terna;Terna;Terna;525294
2374;SK0417525324;Trnkov;Trnkov;Trnkov;525324
2375;SK0417525332;Tuhrina;Tuhrina;Tuhrina;525332
2376;SK0417525341;Tulcik;Tulcik;Tulcik;525341
2377;SK0417525383;Varhanovce;Varhanovce;Varhanovce;525383
2378;SK0417525391;Velky Slivnik;Velky Slivnik;Velky Slivnik;525391
2379;SK0417525405;Velky Saris;Velky Saris;Velky Saris;525405
2380;SK0417525413;Vitaz;Vitaz;Vitaz;525413
2381;SK0417525430;Vysna Sebastova;Vysna Sebastova;Vysna Sebastova;525430
2382;SK0417525448;Zaborske;Zaborske;Zaborske;525448
2383;SK0417525456;Zahradne;Zahradne;Zahradne;525456
2384;SK0417525472;Zlata Bana;Zlata Bana;Zlata Bana;525472
2385;SK0417525499;Zehna;Zehna;Zehna;525499
2386;SK0417525502;Zipov;Zipov;Zipov;525502
2387;SK0417525511;Zupcany;Zupcany;Zupcany;525511
2388;SK0417556823;Medzany;Medzany;Medzany;556823
2389;SK0417559971;Lipniky;Lipniky;Lipniky;559971
2390;SK0417559989;Sucha Dolina;Sucha Dolina;Sucha Dolina;559989
2391;SK0418524182;Bajerovce;Bajerovce;Bajerovce;524182
2392;SK0418524204;Bodovce;Bodovce;Bodovce;524204
2393;SK0418524239;Brezovica;Brezovica;Brezovica;524239
2394;SK0418524247;Brezovicka;Brezovicka;Brezovicka;524247
2395;SK0418524280;Cervena Voda;Cervena Voda;Cervena Voda;524280
2396;SK0418524298;Cervenica pri Sabinove;Cervenica pri Sabinove;Cervenica pri Sabinove;524298
2397;SK0418524310;Dacov;Dacov;Dacov;524310
2398;SK0418524328;Daletice;Daletice;Daletice;524328
2399;SK0418524344;Drienica;Drienica;Drienica;524344
2400;SK0418524379;Dubovica;Dubovica;Dubovica;524379
2401;SK0418524441;Hanigovce;Hanigovce;Hanigovce;524441
2402;SK0418524492;Hubosovce;Hubosovce;Hubosovce;524492
2403;SK0418524557;Jakovany;Jakovany;Jakovany;524557
2404;SK0418524565;Jakubova Vola;Jakubova Vola;Jakubova Vola;524565
2405;SK0418524573;Jakubovany;Jakubovany;Jakubovany;524573
2406;SK0418524603;Jarovnice;Jarovnice;Jarovnice;524603
2407;SK0418524611;Kamenica;Kamenica;Kamenica;524611
2408;SK0418524671;Krasna Luka;Krasna Luka;Krasna Luka;524671
2409;SK0418524689;Krivany;Krivany;Krivany;524689
2410;SK0418524778;Lipany;Lipany;Lipany;524778
2411;SK0418524816;Lucka;Lucka;Lucka;524816
2412;SK0418524824;Lutina;Lutina;Lutina;524824
2413;SK0418524875;Milpos;Milpos;Milpos;524875
2414;SK0418524921;Nizny Slavkov;Nizny Slavkov;Nizny Slavkov;524921
2415;SK0418524948;Olejnikov;Olejnikov;Olejnikov;524948
2416;SK0418524956;Olsov;Olsov;Olsov;524956
2417;SK0418524981;Ostrovany;Ostrovany;Ostrovany;524981
2418;SK0418525006;Pecovska Nova Ves;Pecovska Nova Ves;Pecovska Nova Ves;525006
2419;SK0418525049;Poloma;Poloma;Poloma;525049
2420;SK0418525081;Ratvaj;Ratvaj;Ratvaj;525081
2421;SK0418525090;Raznany;Raznany;Raznany;525090
2422;SK0418525103;Rencisov;Rencisov;Rencisov;525103
2423;SK0418525120;Rozkovany;Rozkovany;Rozkovany;525120
2424;SK0418525146;Sabinov;Sabinov;Sabinov;525146
2425;SK0418525219;Sarisske Dravce;Sarisske Dravce;Sarisske Dravce;525219
2426;SK0418525235;Sarisske Michalany;Sarisske Michalany;Sarisske Michalany;525235
2427;SK0418525243;Sarisske Sokolovce;Sarisske Sokolovce;Sarisske Sokolovce;525243
2428;SK0418525308;Tichy Potok;Tichy Potok;Tichy Potok;525308
2429;SK0418525316;Torysa;Torysa;Torysa;525316
2430;SK0418525359;Uzovce;Uzovce;Uzovce;525359
2431;SK0418525367;Uzovske Peklany;Uzovske Peklany;Uzovske Peklany;525367
2432;SK0418525375;Uzovsky Salgov;Uzovsky Salgov;Uzovsky Salgov;525375
2433;SK0418525421;Vysoka;Vysoka;Vysoka;525421
2434;SK0419520039;Bela nad Cirochou;Bela nad Cirochou;Bela nad Cirochou;520039
2435;SK0419520080;Brezovec;Brezovec;Brezovec;520080
2436;SK0419520136;Cukalovce;Cukalovce;Cukalovce;520136
2437;SK0419520161;Dlhe nad Cirochou;Dlhe nad Cirochou;Dlhe nad Cirochou;520161
2438;SK0419520179;Dubrava;Dubrava;Dubrava;520179
2439;SK0419520209;Hostovice;Hostovice;Hostovice;520209
2440;SK0419520217;Hrabova Roztoka;Hrabova Roztoka;Hrabova Roztoka;520217
2441;SK0419520284;Jalova;Jalova;Jalova;520284
2442;SK0419520322;Kalna Roztoka;Kalna Roztoka;Kalna Roztoka;520322
2443;SK0419520365;Klenova;Klenova;Klenova;520365
2444;SK0419520381;Kolbasov;Kolbasov;Kolbasov;520381
2445;SK0419520390;Kolonica;Kolonica;Kolonica;520390
2446;SK0419520438;Ladomirov;Ladomirov;Ladomirov;520438
2447;SK0419520489;Michajlov;Michajlov;Michajlov;520489
2448;SK0419520551;Nova Sedlica;Nova Sedlica;Nova Sedlica;520551
2449;SK0419520594;Osadne;Osadne;Osadne;520594
2450;SK0419520632;Parihuzovce;Parihuzovce;Parihuzovce;520632
2451;SK0419520641;Pcoline;Pcoline;Pcoline;520641
2452;SK0419520659;Pichne;Pichne;Pichne;520659
2453;SK0419520675;Prislop;Prislop;Prislop;520675
2454;SK0419520730;Runina;Runina;Runina;520730
2455;SK0419520748;Ruska Volova;Ruska Volova;Ruska Volova;520748
2456;SK0419520764;Rusky Potok;Rusky Potok;Rusky Potok;520764
2457;SK0419520802;Snina;Snina;Snina;520802
2458;SK0419520811;Stakcinska Roztoka;Stakcinska Roztoka;Stakcinska Roztoka;520811
2459;SK0419520829;Stakcin;Stakcin;Stakcin;520829
2460;SK0419520845;Strihovce;Strihovce;Strihovce;520845
2461;SK0419520870;Smigovec;Smigovec;Smigovec;520870
2462;SK0419520888;Topola;Topola;Topola;520888
2463;SK0419520918;Ubla;Ubla;Ubla;520918
2464;SK0419520934;Ulic;Ulic;Ulic;520934
2465;SK0419520942;Ulicske Krive;Ulicske Krive;Ulicske Krive;520942
2466;SK0419521051;Zboj;Zboj;Zboj;521051
2467;SK0419521108;Zemplinske Hamre;Zemplinske Hamre;Zemplinske Hamre;521108
2468;SK042A526355;Spisska Nova Ves;Spisska Nova Ves;Spisska Nova Ves;526355
2469;SK042A526363;Arnutovce;Arnutovce;Arnutovce;526363
2470;SK042A526398;Betlanovce;Betlanovce;Betlanovce;526398
2471;SK042A526436;Bystrany;Bystrany;Bystrany;526436
2472;SK042A526444;Danisovce;Danisovce;Danisovce;526444
2473;SK042A526533;Harichovce;Harichovce;Harichovce;526533
2474;SK042A526568;Hincovce;Hincovce;Hincovce;526568
2475;SK042A526576;Hnilcik;Hnilcik;Hnilcik;526576
2476;SK042A526584;Hnilec;Hnilec;Hnilec;526584
2477;SK042A526592;Hrabusice;Hrabusice;Hrabusice;526592
2478;SK042A526657;Zehra;Zehra;Zehra;526657
2479;SK042A543152;Chrast nad Hornadom;Chrast nad Hornadom;Chrast nad Hornadom;543152
2480;SK042A543161;Iliasovce;Iliasovce;Iliasovce;543161
2481;SK042A543195;Jamnik;Jamnik;Jamnik;543195
2482;SK042A543209;Kalava;Kalava;Kalava;543209
2483;SK042A543250;Kolinovce;Kolinovce;Kolinovce;543250
2484;SK042A543268;Krompachy;Krompachy;Krompachy;543268
2485;SK042A543284;Letanovce;Letanovce;Letanovce;543284
2486;SK042A543306;Lieskovany;Lieskovany;Lieskovany;543306
2487;SK042A543331;Markusovce;Markusovce;Markusovce;543331
2488;SK042A543349;Matejovce nad Hornadom;Matejovce nad Hornadom;Matejovce nad Hornadom;543349
2489;SK042A543357;Mlynky;Mlynky;Mlynky;543357
2490;SK042A543403;Odorin;Odorin;Odorin;543403
2491;SK042A543411;Olcnava;Olcnava;Olcnava;543411
2492;SK042A543438;Olsavka;Olsavka;Olsavka;543438
2493;SK042A543489;Porac;Porac;Porac;543489
2494;SK042A543519;Rudnany;Rudnany;Rudnany;543519
2495;SK042A543527;Slatvina;Slatvina;Slatvina;543527
2496;SK042A543535;Slovinky;Slovinky;Slovinky;543535
2497;SK042A543586;Spisske Tomasovce;Spisske Tomasovce;Spisske Tomasovce;543586
2498;SK042A543594;Spisske Vlachy;Spisske Vlachy;Spisske Vlachy;543594
2499;SK042A543616;Spissky Hrusov;Spissky Hrusov;Spissky Hrusov;543616
2500;SK042A543667;Teplicka;Teplicka;Teplicka;543667
2501;SK042A543713;Vitkovce;Vitkovce;Vitkovce;543713
2502;SK042A543721;Vojkovce;Vojkovce;Vojkovce;543721
2503;SK042A560154;Smizany;Smizany;Smizany;560154
2504;SK042B513792;Mala Trna;Mala Trna;Mala Trna;513792
2505;SK042B513806;Velka Trna;Velka Trna;Velka Trna;513806
2506;SK042B513831;Klin nad Bodrogom;Klin nad Bodrogom;Klin nad Bodrogom;513831
2507;SK042B513849;Stanca;Stanca;Stanca;513849
2508;SK042B528099;Trebisov;Trebisov;Trebisov;528099
2509;SK042B528102;Backa;Backa;Backa;528102
2510;SK042B528111;Backov;Backov;Backov;528111
2511;SK042B528129;Bara;Bara;Bara;528129
2512;SK042B528145;Biel;Biel;Biel;528145
2513;SK042B528153;Svata Maria;Svata Maria;Svata Maria;528153
2514;SK042B528161;Bol;Bol;Bol;528161
2515;SK042B528170;Borsa;Borsa;Borsa;528170
2516;SK042B528188;Botany;Botany;Botany;528188
2517;SK042B528200;Brehov;Brehov;Brehov;528200
2518;SK042B528218;Brezina;Brezina;Brezina;528218
2519;SK042B528226;Bysta;Bysta;Bysta;528226
2520;SK042B528234;Cejkov;Cejkov;Cejkov;528234
2521;SK042B528242;Celovce;Celovce;Celovce;528242
2522;SK042B528251;Cerhov;Cerhov;Cerhov;528251
2523;SK042B528269;Cernochov;Cernochov;Cernochov;528269
2524;SK042B528285;Cierna;Cierna;Cierna;528285
